time,joy_delta,joy_speed,lqg_delta,lqg_speed,lqg_e_cg,lqg_e_cg_dot,lqg_theta_e,lqg_theta_e_dot,lqg_e_cg_hat,lqg_e_cg_dot_hat,lqg_theta_e_hat,lqg_theta_e_dot_hat,yaw,yaw_rate,vx,vy
69.476,0.0,0.0,0.49,0.363,0.137,-0.061,-0.652,0.0,0.121,-0.047,-0.462,-0.004,1.087,-0.0,0.1,0.0
69.517,0.0,0.0,0.502,0.363,0.108,-0.031,-0.312,6.797,0.125,-0.048,-0.474,-0.007,1.072,0.0,0.1,0.0
69.553,0.0,0.0,0.516,0.363,0.108,-0.031,-0.312,0.0,0.113,-0.047,-0.465,-0.0,1.086,0.0,0.1,0.0
69.596,0.0,0.0,0.508,0.363,0.108,-0.031,-0.312,0.0,0.107,-0.044,-0.455,0.006,1.074,0.01,0.1,0.0
69.692,0.0,0.0,0.497,0.363,0.104,-0.032,-0.324,-0.243,0.104,-0.042,-0.445,0.01,1.052,-0.01,0.1,0.0
69.721,0.0,0.0,0.484,0.363,0.118,-0.034,-0.349,-0.507,0.101,-0.041,-0.436,0.013,1.052,-0.01,0.1,0.0
69.751,0.0,0.0,0.473,0.363,0.118,-0.034,-0.349,0.0,0.106,-0.039,-0.428,0.016,1.069,-0.01,0.1,0.0
69.844,0.0,0.0,0.46,0.363,0.095,-0.036,-0.37,-0.415,0.109,-0.038,-0.421,0.018,1.077,0.0,0.1,0.0
69.938,0.0,0.0,0.449,0.363,0.102,-0.034,-0.347,0.468,0.099,-0.039,-0.416,0.013,1.08,0.0,0.1,0.0
70.044,0.0,0.0,0.451,0.363,0.123,-0.034,-0.35,-0.072,0.098,-0.039,-0.41,0.013,1.084,-0.01,0.1,0.0
70.164,0.0,0.0,0.445,0.363,0.122,-0.061,-0.656,-6.109,0.106,-0.037,-0.404,0.017,1.078,-0.01,0.1,0.0
70.217,0.0,0.0,0.431,0.363,0.122,-0.061,-0.656,0.0,0.11,-0.041,-0.418,0.005,1.07,-0.0,0.1,0.0
70.25,0.0,0.0,0.451,0.363,0.107,-0.033,-0.332,6.479,0.112,-0.044,-0.433,-0.003,1.082,0.0,0.1,0.0
70.355,0.0,0.0,0.471,0.363,0.093,-0.033,-0.338,-0.133,0.106,-0.042,-0.427,0.001,1.099,-0.0,0.1,0.0
70.377,0.0,0.0,0.465,0.363,0.093,-0.033,-0.338,0.0,0.097,-0.042,-0.421,0.003,1.09,-0.0,0.1,0.0
70.416,0.0,0.0,0.462,0.363,0.14,-0.06,-0.638,-5.99,0.092,-0.041,-0.416,0.005,1.093,-0.01,0.1,0.0
70.446,0.0,0.0,0.457,0.363,0.14,-0.06,-0.638,0.0,0.111,-0.042,-0.428,0.003,1.103,-0.01,0.1,0.0
70.535,0.0,0.0,0.462,0.363,0.099,-0.036,-0.371,5.342,0.121,-0.043,-0.44,-0.0,1.113,0.0,0.1,0.0
70.56,0.0,0.0,0.473,0.363,0.099,-0.036,-0.371,0.0,0.108,-0.044,-0.436,-0.0,1.111,0.0,0.1,0.0
70.619,0.0,0.0,0.476,0.363,0.101,-0.058,-0.616,-4.913,0.1,-0.043,-0.432,0.001,1.089,0.01,0.1,0.0
70.656,0.0,0.0,0.474,0.363,0.101,-0.058,-0.616,0.0,0.097,-0.046,-0.444,-0.006,1.097,0.0,0.1,0.0
70.768,0.0,0.0,0.493,0.363,0.111,-0.033,-0.335,5.618,0.095,-0.048,-0.456,-0.01,1.1,-0.01,0.1,0.0
70.802,0.0,0.0,0.51,0.363,0.109,-0.036,-0.371,-0.709,0.099,-0.044,-0.448,0.0,1.093,-0.01,0.1,0.0
70.856,0.0,0.0,0.494,0.363,0.109,-0.036,-0.371,0.0,0.1,-0.043,-0.442,0.006,1.104,-0.0,0.1,0.0
70.907,0.0,0.0,0.484,0.363,0.116,-0.058,-0.617,-4.916,0.101,-0.041,-0.436,0.01,1.101,0.0,0.1,0.0
70.942,0.0,0.0,0.475,0.363,0.116,-0.058,-0.617,0.0,0.105,-0.044,-0.446,0.003,1.11,0.0,0.1,0.0
71.038,0.0,0.0,0.489,0.363,0.095,-0.034,-0.347,5.385,0.107,-0.046,-0.457,-0.002,1.113,-0.0,0.1,0.0
71.088,0.0,0.0,0.502,0.363,0.095,-0.034,-0.347,0.0,0.098,-0.045,-0.45,0.002,1.099,-0.0,0.1,0.0
71.21,0.0,0.0,0.497,0.363,0.123,-0.036,-0.369,-0.439,0.093,-0.043,-0.443,0.005,1.082,-0.0,0.1,0.0
71.292,0.0,0.0,0.49,0.363,0.123,-0.036,-0.369,0.0,0.104,-0.041,-0.436,0.012,1.112,-0.0,0.1,0.0
71.333,0.0,0.0,0.473,0.363,0.091,-0.032,-0.327,0.853,0.109,-0.039,-0.43,0.016,1.126,0.01,0.1,0.0
71.36,0.0,0.0,0.461,0.363,0.091,-0.032,-0.327,0.0,0.098,-0.04,-0.422,0.014,1.118,-0.0,0.1,0.0
71.413,0.0,0.0,0.459,0.363,0.109,-0.033,-0.336,-0.189,0.092,-0.039,-0.415,0.013,1.112,-0.0,0.1,0.0
71.512,0.0,0.0,0.453,0.363,0.121,-0.036,-0.369,-0.664,0.097,-0.038,-0.408,0.016,1.099,-0.01,0.1,0.0
71.548,0.0,0.0,0.441,0.363,0.121,-0.036,-0.369,0.0,0.105,-0.036,-0.403,0.018,1.099,-0.0,0.1,0.0
71.643,0.0,0.0,0.429,0.363,0.104,-0.034,-0.346,0.465,0.11,-0.036,-0.398,0.018,1.095,0.0,0.1,0.0
71.695,0.0,0.0,0.422,0.363,0.104,-0.034,-0.346,0.0,0.104,-0.037,-0.393,0.015,1.08,0.0,0.1,0.0
71.731,0.0,0.0,0.42,0.363,0.103,-0.058,-0.616,-5.388,0.101,-0.037,-0.389,0.013,1.089,-0.0,0.1,0.0
71.782,0.0,0.0,0.417,0.363,0.103,-0.058,-0.616,0.0,0.099,-0.04,-0.403,0.001,1.102,-0.01,0.1,0.0
71.831,0.0,0.0,0.44,0.363,0.131,-0.058,-0.624,-0.173,0.098,-0.043,-0.417,-0.007,1.111,-0.01,0.1,0.0
71.879,0.0,0.0,0.46,0.363,0.131,-0.058,-0.624,0.0,0.11,-0.044,-0.429,-0.008,1.097,-0.01,0.1,0.0
71.959,0.0,0.0,0.469,0.363,0.114,-0.036,-0.371,5.065,0.116,-0.045,-0.442,-0.009,1.098,0.0,0.1,0.0
