time,joy_delta,joy_speed,lqg_delta,lqg_speed,lqg_e_cg,lqg_e_cg_dot,lqg_theta_e,lqg_theta_e_dot,lqg_e_cg_hat,lqg_e_cg_dot_hat,lqg_theta_e_hat,lqg_theta_e_dot_hat,yaw,yaw_rate,vx,vy
20.425,0.0,0.0,0.211,0.363,-0.286,-0.004,-0.042,0.704,-0.292,-0.009,-0.053,-0.018,-2.927,-0.32,0.1,0.0
20.475,0.0,0.0,0.216,0.363,-0.286,-0.004,-0.042,0.0,-0.29,-0.007,-0.053,-0.012,-2.934,-0.34,0.1,0.0
20.53,0.0,0.0,0.213,0.363,-0.275,0.0,-0.0,0.845,-0.289,-0.007,-0.053,-0.007,-2.976,-0.36,0.1,0.0
20.565,0.0,0.0,0.21,0.363,-0.275,0.0,-0.0,0.0,-0.283,-0.005,-0.05,-0.0,-3.002,-0.37,0.1,0.0
20.624,0.0,0.0,0.2,0.363,-0.275,0.0,-0.0,0.0,-0.28,-0.004,-0.046,0.003,-3.048,-0.39,0.1,0.0
20.656,0.0,0.0,0.193,0.363,-0.275,0.0,-0.0,0.0,-0.278,-0.003,-0.042,0.005,-3.05,-0.38,0.1,0.0
20.715,0.0,0.0,0.187,0.363,-0.245,0.006,0.062,1.249,-0.277,-0.003,-0.039,0.006,-3.077,-0.38,0.1,0.0
20.758,0.0,0.0,0.182,0.363,-0.245,0.006,0.062,0.0,-0.262,0.0,-0.03,0.014,-3.079,-0.39,0.1,0.0
20.826,0.0,0.0,0.16,0.363,-0.226,0.012,0.124,1.232,-0.254,0.002,-0.022,0.018,-3.12,-0.37,0.1,0.0
20.862,0.0,0.0,0.145,0.363,-0.226,0.012,0.124,0.0,-0.241,0.004,-0.009,0.024,-3.122,-0.37,0.1,0.0
20.892,0.0,0.0,0.12,0.363,-0.226,0.012,0.124,0.0,-0.234,0.006,0.002,0.026,3.135,-0.37,0.1,0.0
20.955,0.0,0.0,0.102,0.363,-0.199,0.014,0.14,0.311,-0.23,0.006,0.013,0.026,3.133,-0.32,0.1,0.0
21.001,0.0,0.0,0.088,0.363,-0.199,0.014,0.14,0.0,-0.215,0.009,0.025,0.029,3.102,-0.27,0.1,0.0
21.072,0.0,0.0,0.064,0.363,-0.176,0.014,0.139,-0.016,-0.207,0.009,0.036,0.029,3.055,-0.21,0.1,0.0
21.115,0.0,0.0,0.047,0.363,-0.157,0.02,0.197,1.163,-0.192,0.011,0.047,0.031,3.031,-0.2,0.1,0.0
21.154,0.0,0.0,0.025,0.363,-0.157,0.02,0.197,0.0,-0.175,0.013,0.061,0.035,3.037,-0.18,0.1,0.0
21.268,0.0,0.0,-0.002,0.363,-0.131,0.016,0.157,-0.806,-0.166,0.014,0.074,0.035,3.059,-0.06,0.1,0.0
21.315,0.0,0.0,-0.022,0.363,-0.123,0.019,0.194,0.745,-0.148,0.016,0.084,0.035,3.043,-0.06,0.1,0.0
21.362,0.0,0.0,-0.043,0.363,-0.123,0.019,0.194,0.0,-0.135,0.017,0.095,0.035,3.059,-0.04,0.1,0.0
21.422,0.0,0.0,-0.063,0.363,-0.111,0.019,0.193,-0.019,-0.128,0.017,0.105,0.032,3.043,0.0,0.1,0.0
21.456,0.0,0.0,-0.077,0.363,-0.111,0.019,0.193,0.0,-0.119,0.017,0.115,0.029,3.063,0.03,0.1,0.0
21.517,0.0,0.0,-0.092,0.363,-0.111,0.019,0.193,0.0,-0.114,0.017,0.123,0.026,3.048,0.06,0.1,0.0
21.557,0.0,0.0,-0.103,0.363,-0.099,0.019,0.194,0.024,-0.111,0.017,0.13,0.022,3.061,0.11,0.1,0.0
21.613,0.0,0.0,-0.111,0.363,-0.091,0.014,0.137,-1.145,-0.105,0.018,0.136,0.021,3.052,0.14,0.1,0.0
21.653,0.0,0.0,-0.122,0.363,-0.091,0.014,0.137,0.0,-0.097,0.017,0.139,0.017,3.074,0.17,0.1,0.0
21.734,0.0,0.0,-0.127,0.363,-0.089,0.016,0.158,0.419,-0.093,0.017,0.14,0.013,3.099,0.21,0.1,0.0
21.77,0.0,0.0,-0.13,0.363,-0.089,0.016,0.158,0.0,-0.09,0.016,0.143,0.011,3.11,0.22,0.1,0.0
21.806,0.0,0.0,-0.133,0.363,-0.089,0.016,0.158,0.0,-0.088,0.016,0.145,0.008,3.091,0.22,0.1,0.0
21.852,0.0,0.0,-0.135,0.363,-0.086,0.014,0.139,-0.387,-0.088,0.016,0.146,0.006,3.128,0.25,0.1,0.0
21.916,0.0,0.0,-0.136,0.363,-0.09,0.014,0.137,-0.033,-0.086,0.015,0.146,0.004,3.129,0.26,0.1,0.0
21.956,0.0,0.0,-0.137,0.363,-0.09,0.014,0.137,0.0,-0.087,0.015,0.146,0.002,-3.124,0.26,0.1,0.0
22.043,0.0,0.0,-0.134,0.363,-0.091,0.01,0.099,-0.756,-0.087,0.014,0.145,-0.0,-3.065,0.26,0.1,0.0
22.084,0.0,0.0,-0.132,0.363,-0.091,0.01,0.099,0.0,-0.088,0.013,0.142,-0.003,-3.056,0.26,0.1,0.0
22.123,0.0,0.0,-0.127,0.363,-0.101,0.008,0.08,-0.383,-0.088,0.013,0.138,-0.005,-3.024,0.26,0.1,0.0
22.153,0.0,0.0,-0.122,0.363,-0.101,0.008,0.08,0.0,-0.093,0.012,0.133,-0.008,-3.009,0.26,0.1,0.0
22.217,0.0,0.0,-0.112,0.363,-0.112,0.0,-0.0,-1.599,-0.096,0.011,0.129,-0.01,-3.039,0.26,0.1,0.0
22.323,0.0,0.0,-0.105,0.363,-0.13,0.0,-0.0,0.0,-0.103,0.009,0.119,-0.015,-3.019,0.26,0.1,0.0
22.371,0.0,0.0,-0.087,0.363,-0.13,0.0,-0.0,0.0,-0.115,0.006,0.108,-0.021,-3.015,0.24,0.1,0.0
22.4,0.0,0.0,-0.065,0.363,-0.146,-0.004,-0.04,-0.795,-0.121,0.005,0.098,-0.023,-3.034,0.23,0.1,0.0
22.451,0.0,0.0,-0.05,0.363,-0.146,-0.004,-0.04,0.0,-0.132,0.003,0.086,-0.027,-2.975,0.24,0.1,0.0
22.5,0.0,0.0,-0.027,0.363,-0.158,-0.007,-0.065,-0.507,-0.138,0.002,0.075,-0.028,-2.978,0.22,0.1,0.0
22.55,0.0,0.0,-0.011,0.363,-0.158,-0.007,-0.065,0.0,-0.147,0.0,0.062,-0.029,-2.927,0.17,0.1,0.0
22.604,0.0,0.0,0.01,0.363,-0.177,-0.002,-0.021,0.879,-0.152,-0.001,0.051,-0.029,-2.931,0.12,0.1,0.0
22.651,0.0,0.0,0.026,0.363,-0.177,-0.002,-0.021,0.0,-0.164,-0.001,0.042,-0.028,-2.919,0.09,0.1,0.0
22.711,0.0,0.0,0.042,0.363,-0.188,-0.002,-0.023,-0.034,-0.17,-0.002,0.035,-0.026,-2.948,0.05,0.1,0.0
22.763,0.0,0.0,0.052,0.363,-0.188,-0.002,-0.023,0.0,-0.179,-0.002,0.028,-0.024,-2.93,0.01,0.1,0.0
22.792,0.0,0.0,0.064,0.363,-0.188,-0.002,-0.023,0.0,-0.183,-0.002,0.022,-0.022,-2.936,0.0,0.1,0.0
22.851,0.0,0.0,0.073,0.363,-0.204,-0.004,-0.041,-0.365,-0.186,-0.002,0.017,-0.019,-2.918,-0.03,0.1,0.0
22.914,0.0,0.0,0.079,0.363,-0.211,-0.006,-0.061,-0.392,-0.195,-0.003,0.011,-0.019,-2.946,-0.09,0.1,0.0
22.945,0.0,0.0,0.091,0.363,-0.211,-0.006,-0.061,0.0,-0.203,-0.004,0.004,-0.02,-2.935,-0.08,0.1,0.0
23.037,0.0,0.0,0.104,0.363,-0.219,-0.004,-0.041,0.393,-0.207,-0.004,-0.003,-0.019,-2.948,-0.12,0.1,0.0
23.127,0.0,0.0,0.114,0.363,-0.218,0.0,-0.0,0.821,-0.213,-0.004,-0.007,-0.017,-3.032,-0.14,0.1,0.0
23.177,0.0,0.0,0.122,0.363,-0.218,0.0,-0.0,0.0,-0.215,-0.003,-0.009,-0.013,-3.057,-0.19,0.1,0.0
23.219,0.0,0.0,0.123,0.363,-0.218,0.0,-0.0,0.0,-0.217,-0.003,-0.009,-0.01,-3.044,-0.16,0.1,0.0
23.252,0.0,0.0,0.123,0.363,-0.218,0.0,-0.0,0.0,-0.218,-0.002,-0.01,-0.007,-3.037,-0.19,0.1,0.0
23.308,0.0,0.0,0.122,0.363,-0.213,0.004,0.044,0.888,-0.218,-0.002,-0.01,-0.005,-3.042,-0.19,0.1,0.0
23.363,0.0,0.0,0.121,0.363,-0.213,0.004,0.044,0.0,-0.216,-0.001,-0.006,-0.0,-3.039,-0.2,0.1,0.0
23.396,0.0,0.0,0.114,0.363,-0.213,0.004,0.044,0.0,-0.215,0.0,-0.003,0.003,-3.065,-0.19,0.1,0.0
23.478,0.0,0.0,0.108,0.363,-0.209,0.0,-0.0,-0.888,-0.214,0.001,0.001,0.004,-3.1,-0.2,0.1,0.0
23.537,0.0,0.0,0.103,0.363,-0.192,0.006,0.063,1.27,-0.212,0.001,0.001,0.004,-3.119,-0.2,0.1,0.0
23.579,0.0,0.0,0.102,0.363,-0.192,0.006,0.063,0.0,-0.202,0.003,0.007,0.009,3.13,-0.19,0.1,0.0
23.633,0.0,0.0,0.088,0.363,-0.182,0.008,0.082,0.372,-0.198,0.003,0.012,0.011,3.114,-0.2,0.1,0.0
23.695,0.0,0.0,0.079,0.363,-0.182,0.008,0.082,0.0,-0.19,0.005,0.018,0.014,3.08,-0.19,0.1,0.0
23.736,0.0,0.0,0.066,0.363,-0.169,0.01,0.102,0.397,-0.186,0.005,0.024,0.014,3.086,-0.19,0.1,0.0
23.778,0.0,0.0,0.057,0.363,-0.169,0.01,0.102,0.0,-0.177,0.007,0.031,0.017,3.074,-0.18,0.1,0.0
23.836,0.0,0.0,0.043,0.363,-0.159,0.02,0.203,2.026,-0.173,0.007,0.038,0.017,3.073,-0.15,0.1,0.0
23.87,0.0,0.0,0.033,0.363,-0.159,0.02,0.203,0.0,-0.166,0.009,0.051,0.021,3.045,-0.14,0.1,0.0
23.903,0.0,0.0,0.012,0.363,-0.139,0.02,0.198,-0.109,-0.162,0.011,0.063,0.023,3.04,-0.13,0.1,0.0
23.957,0.0,0.0,-0.006,0.363,-0.139,0.02,0.198,0.0,-0.15,0.013,0.075,0.026,3.031,-0.1,0.1,0.0
24.02,0.0,0.0,-0.027,0.363,-0.131,0.018,0.178,-0.387,-0.144,0.014,0.086,0.026,3.005,-0.06,0.1,0.0
24.062,0.0,0.0,-0.044,0.363,-0.131,0.018,0.178,0.0,-0.137,0.014,0.095,0.025,3.005,-0.02,0.1,0.0
24.108,0.0,0.0,-0.058,0.363,-0.121,0.014,0.143,-0.712,-0.133,0.015,0.103,0.023,3.001,-0.01,0.1,0.0
24.178,0.0,0.0,-0.068,0.363,-0.121,0.014,0.143,0.0,-0.126,0.015,0.108,0.02,3.006,0.05,0.1,0.0
24.228,0.0,0.0,-0.077,0.363,-0.116,0.014,0.14,-0.048,-0.123,0.014,0.112,0.017,3.037,0.08,0.1,0.0
24.278,0.0,0.0,-0.082,0.363,-0.116,0.014,0.14,0.0,-0.118,0.014,0.116,0.014,3.051,0.11,0.1,0.0
24.32,0.0,0.0,-0.088,0.363,-0.109,0.014,0.143,0.047,-0.116,0.014,0.119,0.012,3.083,0.13,0.1,0.0
24.35,0.0,0.0,-0.091,0.363,-0.109,0.014,0.143,0.0,-0.112,0.014,0.122,0.011,3.097,0.13,0.1,0.0
24.421,0.0,0.0,-0.096,0.363,-0.11,0.018,0.183,0.809,-0.11,0.014,0.124,0.009,3.038,0.15,0.1,0.0
24.452,0.0,0.0,-0.1,0.363,-0.11,0.018,0.183,0.0,-0.109,0.014,0.129,0.009,3.054,0.16,0.1,0.0
24.537,0.0,0.0,-0.106,0.363,-0.11,0.018,0.183,0.0,-0.108,0.015,0.133,0.008,3.098,0.18,0.1,0.0
24.572,0.0,0.0,-0.111,0.363,-0.11,0.018,0.183,0.0,-0.108,0.015,0.137,0.007,3.115,0.19,0.1,0.0
24.614,0.0,0.0,-0.115,0.363,-0.121,0.014,0.142,-0.825,-0.108,0.015,0.14,0.007,3.136,0.2,0.1,0.0
24.648,0.0,0.0,-0.119,0.363,-0.121,0.014,0.142,0.0,-0.113,0.014,0.14,0.002,-3.131,0.21,0.1,0.0
24.728,0.0,0.0,-0.115,0.363,-0.123,0.008,0.082,-1.201,-0.115,0.014,0.14,-0.0,-3.101,0.24,0.1,0.0
24.759,0.0,0.0,-0.113,0.363,-0.123,0.008,0.082,0.0,-0.118,0.013,0.136,-0.004,-3.077,0.24,0.1,0.0
24.792,0.0,0.0,-0.104,0.363,-0.123,0.008,0.082,0.0,-0.12,0.012,0.132,-0.007,-3.067,0.25,0.1,0.0
24.842,0.0,0.0,-0.098,0.363,-0.136,0.004,0.041,-0.816,-0.12,0.011,0.127,-0.008,-3.033,0.24,0.1,0.0
24.902,0.0,0.0,-0.092,0.363,-0.136,0.004,0.041,0.0,-0.127,0.009,0.12,-0.012,-3.04,0.24,0.1,0.0
24.949,0.0,0.0,-0.078,0.363,-0.149,0.0,-0.0,-0.823,-0.131,0.008,0.113,-0.014,-3.013,0.23,0.1,0.0
25.011,0.0,0.0,-0.067,0.363,-0.149,0.0,-0.0,0.0,-0.139,0.007,0.104,-0.018,-3.029,0.22,0.1,0.0
25.055,0.0,0.0,-0.05,0.363,-0.165,0.0,-0.0,0.0,-0.143,0.005,0.095,-0.02,-2.953,0.2,0.1,0.0
25.127,0.0,0.0,-0.036,0.363,-0.183,-0.006,-0.063,-1.26,-0.153,0.004,0.086,-0.022,-2.932,0.17,0.1,0.0
25.17,0.0,0.0,-0.019,0.363,-0.183,-0.006,-0.063,0.0,-0.167,0.001,0.072,-0.028,-2.927,0.15,0.1,0.0
25.215,0.0,0.0,0.006,0.363,-0.196,-0.007,-0.067,-0.088,-0.174,0.0,0.06,-0.029,-2.926,0.14,0.1,0.0
25.251,0.0,0.0,0.025,0.363,-0.196,-0.007,-0.067,0.0,-0.185,-0.001,0.048,-0.031,-2.896,0.12,0.1,0.0
25.344,0.0,0.0,0.046,0.363,-0.22,-0.011,-0.105,-0.758,-0.19,-0.002,0.037,-0.029,-2.879,0.04,0.1,0.0
25.379,0.0,0.0,0.061,0.363,-0.22,-0.011,-0.105,0.0,-0.204,-0.004,0.024,-0.033,-2.87,0.01,0.1,0.0
25.404,0.0,0.0,0.086,0.363,-0.22,-0.011,-0.105,0.0,-0.212,-0.005,0.012,-0.032,-2.859,0.01,0.1,0.0
25.475,0.0,0.0,0.104,0.363,-0.231,-0.011,-0.107,-0.04,-0.216,-0.006,0.001,-0.03,-2.859,-0.05,0.1,0.0
25.511,0.0,0.0,0.118,0.363,-0.231,-0.011,-0.107,0.0,-0.224,-0.007,-0.009,-0.029,-2.859,-0.05,0.1,0.0
25.548,0.0,0.0,0.134,0.363,-0.241,-0.009,-0.088,0.392,-0.228,-0.007,-0.019,-0.026,-2.834,-0.13,0.1,0.0
25.617,0.0,0.0,0.146,0.363,-0.259,-0.008,-0.083,0.095,-0.235,-0.007,-0.026,-0.024,-2.841,-0.18,0.1,0.0
25.651,0.0,0.0,0.158,0.363,-0.259,-0.008,-0.083,0.0,-0.246,-0.008,-0.033,-0.024,-2.84,-0.19,0.1,0.0
25.71,0.0,0.0,0.172,0.363,-0.261,-0.005,-0.045,0.75,-0.253,-0.008,-0.039,-0.022,-2.906,-0.23,0.1,0.0
25.742,0.0,0.0,0.182,0.363,-0.261,-0.005,-0.045,0.0,-0.257,-0.008,-0.042,-0.018,-2.901,-0.24,0.1,0.0
25.823,0.0,0.0,0.185,0.363,-0.265,0.0,-0.0,0.909,-0.26,-0.007,-0.044,-0.014,-2.922,-0.3,0.1,0.0
25.861,0.0,0.0,0.187,0.363,-0.265,0.0,-0.0,0.0,-0.262,-0.006,-0.042,-0.009,-2.924,-0.31,0.1,0.0
25.897,0.0,0.0,0.185,0.363,-0.265,0.0,-0.0,0.0,-0.264,-0.005,-0.04,-0.005,-2.941,-0.31,0.1,0.0
25.958,0.0,0.0,0.182,0.363,-0.254,0.0,-0.0,0.0,-0.265,-0.004,-0.038,-0.002,-2.943,-0.32,0.1,0.0
25.998,0.0,0.0,0.178,0.363,-0.254,0.0,-0.0,0.0,-0.26,-0.003,-0.035,0.002,-2.963,-0.34,0.1,0.0
26.057,0.0,0.0,0.17,0.363,-0.236,0.006,0.061,1.225,-0.257,-0.002,-0.032,0.004,-2.983,-0.33,0.1,0.0
26.115,0.0,0.0,0.165,0.363,-0.224,0.008,0.081,0.394,-0.247,0.0,-0.024,0.011,-2.981,-0.33,0.1,0.0
26.158,0.0,0.0,0.148,0.363,-0.224,0.008,0.081,0.0,-0.236,0.002,-0.015,0.017,-2.993,-0.32,0.1,0.0
26.263,0.0,0.0,0.129,0.363,-0.208,0.01,0.101,0.395,-0.23,0.003,-0.007,0.019,-3.019,-0.31,0.1,0.0
26.345,0.0,0.0,0.115,0.363,-0.192,0.016,0.163,1.246,-0.22,0.005,0.003,0.022,-3.018,-0.3,0.1,0.0
26.392,0.0,0.0,0.096,0.363,-0.192,0.016,0.163,0.0,-0.206,0.008,0.017,0.028,-3.044,-0.28,0.1,0.0
26.418,0.0,0.0,0.07,0.363,-0.163,0.018,0.181,0.369,-0.199,0.009,0.03,0.029,-3.041,-0.28,0.1,0.0
26.443,0.0,0.0,0.051,0.363,-0.163,0.018,0.181,0.0,-0.182,0.011,0.044,0.034,-3.041,-0.28,0.1,0.0
26.525,0.0,0.0,0.023,0.363,-0.14,0.02,0.2,0.372,-0.172,0.012,0.057,0.034,-3.091,-0.2,0.1,0.0
26.573,0.0,0.0,0.003,0.363,-0.14,0.02,0.2,0.0,-0.156,0.014,0.071,0.036,-3.108,-0.14,0.1,0.0
26.623,0.0,0.0,-0.023,0.363,-0.116,0.022,0.219,0.373,-0.148,0.015,0.083,0.035,-3.095,-0.12,0.1,0.0
26.676,0.0,0.0,-0.042,0.363,-0.116,0.022,0.219,0.0,-0.132,0.017,0.097,0.037,-3.094,-0.05,0.1,0.0
26.703,0.0,0.0,-0.067,0.363,-0.091,0.023,0.236,0.339,-0.123,0.018,0.109,0.035,-3.088,-0.05,0.1,0.0
26.758,0.0,0.0,-0.085,0.363,-0.091,0.023,0.236,0.0,-0.107,0.019,0.121,0.036,-3.093,0.02,0.1,0.0
26.815,0.0,0.0,-0.109,0.363,-0.077,0.023,0.234,-0.028,-0.098,0.02,0.133,0.034,-3.077,0.08,0.1,0.0
26.859,0.0,0.0,-0.126,0.363,-0.077,0.023,0.234,0.0,-0.087,0.021,0.143,0.032,-3.071,0.15,0.1,0.0
26.901,0.0,0.0,-0.144,0.363,-0.066,0.022,0.217,-0.34,-0.081,0.021,0.152,0.029,-3.043,0.18,0.1,0.0
26.96,0.0,0.0,-0.157,0.363,-0.066,0.022,0.217,0.0,-0.072,0.021,0.16,0.026,-3.048,0.23,0.1,0.0
27.018,0.0,0.0,-0.169,0.363,-0.061,0.02,0.199,-0.377,-0.068,0.021,0.166,0.022,-3.062,0.27,0.1,0.0
27.044,0.0,0.0,-0.177,0.363,-0.061,0.02,0.199,0.0,-0.063,0.021,0.17,0.018,-3.056,0.28,0.1,0.0
27.128,0.0,0.0,-0.183,0.363,-0.055,0.02,0.2,0.024,-0.061,0.02,0.174,0.015,-3.017,0.33,0.1,0.0
27.157,0.0,0.0,-0.187,0.363,-0.055,0.02,0.2,0.0,-0.056,0.02,0.177,0.012,-3.003,0.33,0.1,0.0
27.2,0.0,0.0,-0.192,0.363,-0.056,0.016,0.16,-0.793,-0.054,0.02,0.18,0.01,-2.958,0.35,0.1,0.0
27.257,0.0,0.0,-0.195,0.363,-0.056,0.016,0.16,0.0,-0.054,0.019,0.179,0.006,-2.949,0.37,0.1,0.0
27.325,0.0,0.0,-0.193,0.363,-0.077,0.012,0.124,-0.73,-0.053,0.018,0.178,0.003,-2.909,0.38,0.1,0.0
27.369,0.0,0.0,-0.191,0.363,-0.077,0.012,0.124,0.0,-0.063,0.016,0.173,-0.005,-2.905,0.39,0.1,0.0
27.429,0.0,0.0,-0.177,0.363,-0.587,0.062,0.673,10.989,-0.068,0.015,0.169,-0.009,-2.852,0.4,0.1,0.0
27.459,0.0,0.0,-0.167,0.363,-0.587,0.062,0.673,0.0,-0.307,-0.005,0.176,-0.077,-2.863,0.4,0.1,0.0
27.515,0.0,0.0,-0.023,0.363,-0.624,0.061,0.651,-0.438,-0.437,-0.005,0.188,-0.094,-2.84,0.4,0.1,0.0
27.552,0.0,0.0,0.031,0.363,-0.624,0.061,0.651,0.0,-0.523,-0.001,0.201,-0.09,-2.837,0.4,0.1,0.0
27.608,0.0,0.0,0.054,0.363,-0.624,0.061,0.651,0.0,-0.569,0.007,0.218,-0.069,-2.811,0.37,0.1,0.0
27.679,0.0,0.0,0.047,0.363,-0.624,0.061,0.651,0.0,-0.594,0.014,0.239,-0.045,-2.782,0.02,0.1,0.0
27.723,0.0,0.0,0.023,0.363,-0.624,0.061,0.651,0.0,-0.606,0.022,0.261,-0.022,-2.772,-0.03,0.1,0.0
27.765,0.0,0.0,-0.007,0.363,-0.624,0.061,0.651,0.0,-0.612,0.028,0.284,-0.004,-2.789,-0.07,0.1,0.0
27.8,0.0,0.0,-0.039,0.363,-0.624,0.061,0.651,0.0,-0.615,0.033,0.307,0.01,-2.776,-0.07,0.1,0.0
27.875,0.0,0.0,-0.072,0.363,-0.624,0.061,0.651,0.0,-0.617,0.037,0.33,0.019,-2.766,-0.03,0.1,0.0
27.903,0.0,0.0,-0.103,0.363,1.263,-0.002,-0.021,-13.45,-0.617,0.04,0.353,0.025,-2.755,0.0,0.1,0.0
27.978,0.0,0.0,-0.133,0.363,1.263,-0.002,-0.021,0.0,0.258,0.135,0.424,0.33,-2.752,0.11,0.1,0.0
28.02,0.0,0.0,-0.8,0.363,1.263,-0.002,-0.021,0.0,0.733,0.152,0.473,0.432,-2.726,0.18,0.1,0.0
28.061,0.0,0.0,-1.131,0.363,1.263,-0.002,-0.021,0.0,0.989,0.141,0.504,0.412,-2.75,0.19,0.1,0.0
28.115,0.0,0.0,-1.278,0.363,1.263,-0.002,-0.021,0.0,1.125,0.122,0.517,0.339,-2.715,0.25,0.1,0.0
28.168,0.0,0.0,-1.326,0.363,1.263,-0.002,-0.021,0.0,1.197,0.102,0.517,0.253,-2.688,0.49,0.1,0.0
28.204,0.0,0.0,-1.324,0.363,1.263,-0.002,-0.021,0.0,1.234,0.084,0.505,0.174,-2.637,0.56,0.1,0.0
28.282,0.0,0.0,-1.295,0.363,1.263,-0.002,-0.021,0.0,1.253,0.069,0.486,0.109,-2.609,0.57,0.1,0.0
28.336,0.0,0.0,-1.254,0.363,1.263,-0.002,-0.021,0.0,1.262,0.056,0.461,0.058,-2.504,0.59,0.1,0.0
28.392,0.0,0.0,-1.208,0.363,1.263,-0.002,-0.021,0.0,1.266,0.047,0.434,0.021,-2.458,0.58,0.1,0.0
28.439,0.0,0.0,-1.162,0.363,-2.244,0.084,1.0,20.428,1.268,0.039,0.405,-0.005,-2.407,0.59,0.1,0.0
28.484,0.0,0.0,-1.117,0.363,-2.244,0.084,1.0,0.0,-0.358,-0.142,0.269,-0.593,-2.372,0.59,0.1,0.0
28.526,0.0,0.0,0.137,0.363,-4.058,0.084,1.0,0.0,-1.241,-0.177,0.17,-0.798,-2.33,0.59,0.1,0.0
28.557,0.0,0.0,0.764,0.363,-4.058,0.084,1.0,0.0,-2.558,-0.258,0.016,-1.087,-2.338,0.59,0.1,0.0
28.602,0.0,0.0,1.729,0.363,-4.058,0.084,1.0,0.0,-3.269,-0.246,-0.086,-1.072,-2.279,0.58,0.1,0.0
28.666,0.0,0.0,2.183,0.363,-4.216,0.078,0.902,-1.96,-3.65,-0.203,-0.144,-0.908,-2.207,0.4,0.1,0.0
28.711,0.0,0.0,2.361,0.363,-4.107,0.084,1.0,1.96,-3.925,-0.166,-0.178,-0.731,-2.176,0.18,0.1,0.0
28.761,0.0,0.0,2.462,0.363,-4.107,0.084,1.0,0.0,-4.019,-0.117,-0.17,-0.522,-2.191,-0.01,0.1,0.0
28.834,0.0,0.0,2.408,0.363,-2.499,-0.069,-0.758,-35.169,-4.066,-0.078,-0.139,-0.345,-2.157,-0.35,0.1,0.0
28.89,0.0,0.0,2.322,0.363,-2.499,-0.069,-0.758,0.0,-3.345,0.014,-0.13,0.001,-2.194,-0.55,0.1,0.0
28.937,0.0,0.0,1.793,0.363,-1.651,-0.017,-0.172,11.725,-2.953,0.038,-0.128,0.156,-2.227,-0.64,0.1,0.0
28.976,0.0,0.0,1.539,0.363,-1.651,-0.017,-0.172,0.0,-2.347,0.09,-0.052,0.364,-2.235,-0.68,0.1,0.0
29.017,0.0,0.0,1.058,0.363,-3.082,-0.061,-0.659,-9.741,-2.019,0.096,0.007,0.412,-2.258,-0.7,0.1,0.0
29.06,0.0,0.0,0.814,0.363,-3.082,-0.061,-0.659,0.0,-2.507,-0.0,-0.055,0.105,-2.297,-0.71,0.1,0.0
29.117,0.0,0.0,1.281,0.363,-4.125,-0.035,-0.361,5.959,-2.774,-0.039,-0.116,-0.067,-2.313,-0.69,0.1,0.0
29.177,0.0,0.0,1.557,0.363,-4.125,-0.035,-0.361,0.0,-3.404,-0.105,-0.207,-0.312,-2.353,-0.58,0.1,0.0
29.235,0.0,0.0,2.086,0.363,-4.147,-0.03,-0.304,1.148,-3.746,-0.119,-0.28,-0.389,-2.373,-0.55,0.1,0.0
29.324,0.0,0.0,2.368,0.363,-2.448,-0.065,-0.712,-8.166,-3.939,-0.114,-0.335,-0.373,-2.468,-0.58,0.1,0.0
29.371,0.0,0.0,2.518,0.363,-2.448,-0.065,-0.712,0.0,-3.255,-0.016,-0.317,-0.036,-2.513,-0.65,0.1,0.0
29.488,0.0,0.0,1.994,0.363,-4.708,0.0,-0.0,14.244,-2.883,0.013,-0.304,0.128,-2.528,-0.69,0.1,0.0
29.526,0.0,0.0,1.731,0.363,-4.708,0.0,-0.0,0.0,-3.729,-0.096,-0.363,-0.189,-2.574,-0.54,0.1,0.0
29.56,0.0,0.0,2.387,0.363,-4.708,0.0,-0.0,0.0,-4.19,-0.123,-0.405,-0.322,-2.603,-0.5,0.1,0.0
29.61,0.0,0.0,2.717,0.363,-4.708,0.0,-0.0,0.0,-4.438,-0.119,-0.432,-0.333,-2.602,-0.5,0.1,0.0
29.675,0.0,0.0,2.869,0.363,-4.708,0.0,-0.0,0.0,-4.571,-0.105,-0.445,-0.285,-2.641,-0.57,0.1,0.0
29.72,0.0,0.0,2.926,0.363,-4.708,0.0,-0.0,0.0,-4.642,-0.088,-0.446,-0.219,-2.672,-0.63,0.1,0.0
29.765,0.0,0.0,2.932,0.363,-4.708,0.0,-0.0,0.0,-4.678,-0.073,-0.437,-0.154,-2.7,-0.65,0.1,0.0
29.82,0.0,0.0,2.913,0.363,-4.708,0.0,-0.0,0.0,-4.697,-0.06,-0.422,-0.098,-2.76,-0.67,0.1,0.0
29.865,0.0,0.0,2.881,0.363,-4.708,0.0,-0.0,0.0,-4.706,-0.05,-0.403,-0.055,-2.795,-0.64,0.1,0.0
29.915,0.0,0.0,2.844,0.363,-4.708,0.0,-0.0,0.0,-4.711,-0.042,-0.38,-0.022,-2.806,-0.61,0.1,0.0
29.943,0.0,0.0,2.806,0.363,-4.708,0.0,-0.0,0.0,-4.712,-0.035,-0.357,0.001,-2.813,-0.61,0.1,0.0
30.042,0.0,0.0,2.769,0.363,-4.708,0.0,-0.0,0.0,-4.713,-0.03,-0.332,0.017,-2.867,-0.62,0.1,0.0
30.091,0.0,0.0,2.734,0.363,-4.708,0.0,-0.0,0.0,-4.713,-0.025,-0.309,0.027,-2.905,-0.61,0.1,0.0
